feature,importance
Feature_94,0.00020699734865269447
Feature_635,0.00020681483098523116
Feature_902,0.00020650872163865115
Feature_56,0.00020594517006715014
Feature_248,0.00020495196671755942
Feature_774,0.00020455203617756422
Feature_644,0.00020368579398626156
Feature_556,0.0002035026828746461
Feature_391,0.0002019324541510869
Feature_28,0.000200436978690276
Feature_610,0.00020016665764069295
Feature_411,0.0002000475987150399
Feature_840,0.0001994736443333363
Feature_661,0.00019878153590044358
Feature_450,0.00019759038806616244
Feature_214,0.0001975547400212475
Feature_322,0.00019558825399098678
Feature_206,0.00019388502044642182
Feature_702,0.00019063746738955752
Feature_341,0.00018703753710706196
Feature_396,0.00018542859313424513
Feature_536,0.0001845062930213596
Feature_669,0.00018445505666047743
Feature_812,0.00018388866235315073
Feature_288,0.00018329421510888773
Feature_992,0.00018327478101774376
Feature_585,0.0001824150153012138
Feature_1,0.00018045947628466606
Feature_687,0.00018042774313648048
Feature_357,0.00017866577322632005
Feature_863,0.0001767606841092757
Feature_439,0.00017406256772175549
Feature_1007,0.00017273073723599914
Feature_934,0.00017248500570790203
Feature_62,0.00017184814232107127
Feature_443,0.00017127935182307592
Feature_662,0.0001707556965817712
Feature_188,0.00016995660932374085
Feature_374,0.00016906444095512917
Feature_313,0.00016625978263694118
Feature_980,0.0001660819080440011
Feature_616,0.0001607270825565209
Feature_44,0.0001594983093211736
Feature_162,0.00015835699450169683
Feature_539,0.00015810452109588593
Feature_924,0.0001580172409964497
Feature_138,0.00015676279578481013
Feature_151,0.00015669887856212814
Feature_633,0.00015654375511914105
Feature_535,0.00015601406117712337
Feature_526,0.0001559495918020217
Feature_307,0.00015505912255832954
Feature_133,0.00015503331389286795
Feature_291,0.0001536795911368971
Feature_17,0.0001494512662043946
Feature_707,0.00014611056864388512
Feature_403,0.00014357294632527225
Feature_868,0.00014332404900998776
Feature_480,0.0001431708334455042
Feature_983,0.0001422141765563924
Feature_794,0.00014050316001862722
Feature_45,0.00013714615996813964
Feature_98,0.00013714421224387535
Feature_281,0.00013598662686964682
Feature_350,0.00013527463927708486
Feature_181,0.00013279252222262404
Feature_39,0.00013253513153720146
Feature_183,0.00012661909908016363
Feature_444,0.00012574906430241667
Feature_455,0.00012558367342469355
Feature_292,0.0001249941199540337
Feature_747,0.00012402798211826052
Feature_83,0.00012263304014685085
Feature_177,0.00012257986727984169
Feature_987,0.00012133898552935579
Feature_613,0.00012067020485941881
Feature_451,0.00011756525099220649
Feature_560,0.00011662684552726617
Feature_583,0.00011600798439027562
Feature_244,0.0001157215000081101
Feature_106,0.00011554706490996522
Feature_49,0.00011340881213209266
Feature_398,0.00011322749379278972
Feature_908,0.00011138012887420189
Feature_540,0.00011082090479716896
Feature_454,0.00011007318236069867
Feature_779,0.00010856608844983753
Feature_510,0.00010612012388503666
Feature_617,0.00010486324564328439
Feature_409,0.00010347661053513168
Feature_383,0.00010276441210968533
Feature_261,0.00010089411709213528
Feature_849,0.00010066234989440611
Feature_871,0.00010045964617421428
Feature_469,0.00010002957755526502
Feature_723,9.749300904076455e-05
Feature_335,9.73458305229914e-05
Feature_921,9.553555205847248e-05
Feature_400,9.369514317668544e-05
Feature_935,9.202956660047766e-05
Feature_197,9.121388207171565e-05
Feature_978,9.117916964060663e-05
Feature_265,9.03374240797173e-05
Feature_942,8.997079687741359e-05
Feature_964,8.984331468725623e-05
Feature_31,8.976201847365442e-05
Feature_734,8.954413312243984e-05
Feature_419,8.917412747871409e-05
Feature_514,8.896940045429612e-05
Feature_789,8.814095185174268e-05
Feature_212,8.65818987804589e-05
Feature_1017,8.448082655599027e-05
Feature_500,8.442025545903508e-05
Feature_309,7.650695763514364e-05
Feature_397,7.589092849533828e-05
Feature_890,7.465648358697634e-05
Feature_36,6.81824975740384e-05
Feature_366,6.721887413053696e-05
Feature_530,6.679463533739393e-05
Feature_154,6.550038768076361e-05
Feature_664,6.292070363356168e-05
Feature_920,6.2438110300555e-05
Feature_360,6.108810872390277e-05
Feature_960,5.969400638197358e-05
Feature_621,5.839987420873069e-05
Feature_658,5.7673655029770064e-05
Feature_822,5.5794177385155496e-05
Feature_389,5.565507976806603e-05
Feature_634,5.517735992258373e-05
Feature_973,5.178239168380626e-05
Feature_373,4.993289012944281e-05
Feature_29,4.652847326909583e-05
Feature_533,4.221426029180452e-05
Feature_575,3.8397860110759185e-05
Feature_564,3.750242358058673e-05
Feature_7,3.7144715185412955e-05
Feature_819,3.557054021836627e-05
Feature_41,3.0419598746914832e-05
Feature_878,2.140269907770251e-05
Feature_1001,2.0548585095845594e-05
Feature_337,4.122288771941958e-06
Feature_338,1.219882538978378e-06
Feature_142,0.0
Feature_686,0.0
