feature,mean_absolute_shap
Feature_527,2.2162583453109274e-05
Feature_419,2.1687270104712313e-05
Feature_1019,2.155931965524687e-05
Feature_70,2.0877464856205453e-05
Feature_154,2.0849364663490634e-05
Feature_646,2.0673270068222038e-05
Feature_410,2.063898321659394e-05
Feature_67,2.0547520143111343e-05
Feature_735,2.03321673062419e-05
Feature_307,2.0246659560768874e-05
Feature_422,2.0145607467364355e-05
Feature_602,1.9802372457763793e-05
Feature_348,1.9557405605362986e-05
Feature_153,1.9494062688863778e-05
Feature_443,1.9195624659943185e-05
Feature_360,1.892694538797173e-05
Feature_877,1.874006460096496e-05
Feature_332,1.857704256280996e-05
Feature_87,1.78949805770344e-05
Feature_683,1.7882818135749725e-05
Feature_397,1.770712561663003e-05
Feature_455,1.7358284841202476e-05
Feature_720,1.7255166765960436e-05
Feature_411,1.69836836529182e-05
Feature_878,1.69241872321436e-05
Feature_560,1.642469600790833e-05
Feature_58,1.6336792280259262e-05
Feature_771,1.6260924598954318e-05
Feature_229,1.571227156383372e-05
Feature_617,1.5510597353102183e-05
Feature_292,1.4753195830267886e-05
Feature_708,1.4746792427695254e-05
Feature_160,1.4734462775716397e-05
Feature_762,1.4523210018893452e-05
Feature_978,1.4142855894885989e-05
Feature_41,1.4033507858266603e-05
Feature_610,1.3721918575703294e-05
Feature_591,1.3276820811020684e-05
Feature_880,1.3256373215722305e-05
Feature_77,1.3130578771027494e-05
Feature_534,1.2823723333508496e-05
Feature_638,1.2414892820670946e-05
Feature_86,1.2154420456172944e-05
Feature_335,1.2012453777651893e-05
Feature_7,1.1519813379709375e-05
Feature_506,1.1455793049664454e-05
Feature_450,1.112381461532549e-05
Feature_514,1.0271477673995833e-05
Feature_656,1.024579577453011e-05
Feature_636,1.0212544953395763e-05
Feature_723,9.794460670982197e-06
Feature_194,9.554004646955862e-06
Feature_304,9.259578407282732e-06
Feature_291,9.05195956190994e-06
Feature_460,9.039879238935101e-06
Feature_261,8.143342351490901e-06
Feature_658,8.060543772808164e-06
Feature_373,7.918392242345356e-06
Feature_138,7.807043663513014e-06
Feature_1004,7.411636323871559e-06
Feature_151,6.912459929108654e-06
Feature_1017,6.455016868537201e-06
Feature_862,6.266110888736875e-06
Feature_583,5.962227339432502e-06
Feature_375,5.840292008926439e-06
Feature_679,5.267247489267923e-06
Feature_664,5.181673588941748e-06
Feature_497,4.954810689832812e-06
Feature_409,4.94270457061532e-06
Feature_954,4.73613052131796e-06
Feature_819,4.277969890881645e-06
Feature_871,4.27259733585501e-06
Feature_23,4.098013310527904e-06
Feature_824,3.4610366361402355e-06
Feature_533,2.81535951633316e-06
Feature_734,2.463390875459481e-06
Feature_920,2.1306469401793037e-06
Feature_31,2.0752292786255564e-06
Feature_62,1.9898154047151452e-06
Feature_39,1.5933173752557649e-06
Feature_439,1.4756206044808095e-06
Feature_486,5.634507314681514e-07
Feature_822,4.775157493810411e-07
Feature_338,2.516378125619667e-07
Feature_337,1.6666667943354698e-08
Feature_728,0.0
Feature_784,0.0
Feature_706,0.0
Feature_789,0.0
Feature_747,0.0
Feature_779,0.0
Feature_753,0.0
Feature_613,0.0
Feature_818,0.0
Feature_639,0.0
Feature_554,0.0
Feature_605,0.0
Feature_736,0.0
Feature_682,0.0
Feature_687,0.0
Feature_686,0.0
Feature_698,0.0
Feature_632,0.0
Feature_454,0.0
Feature_451,0.0
Feature_866,0.0
Feature_468,0.0
Feature_469,0.0
Feature_476,0.0
Feature_868,0.0
Feature_850,0.0
Feature_526,0.0
Feature_855,0.0
Feature_540,0.0
Feature_542,0.0
Feature_849,0.0
Feature_570,0.0
Feature_841,0.0
Feature_530,0.0
Feature_567,0.0
Feature_564,0.0
Feature_621,0.0
Feature_616,0.0
Feature_634,0.0
Feature_324,0.0
Feature_280,0.0
Feature_287,0.0
Feature_414,0.0
Feature_405,0.0
Feature_401,0.0
Feature_396,0.0
Feature_357,0.0
Feature_398,0.0
Feature_902,0.0
Feature_341,0.0
Feature_942,0.0
Feature_248,0.0
Feature_929,0.0
Feature_937,0.0
Feature_288,0.0
Feature_240,0.0
Feature_195,0.0
Feature_196,0.0
Feature_177,0.0
Feature_200,0.0
Feature_199,0.0
Feature_197,0.0
Feature_188,0.0
Feature_184,0.0
Feature_183,0.0
Feature_960,0.0
Feature_99,0.0
Feature_973,0.0
Feature_121,0.0
Feature_142,0.0
Feature_133,0.0
Feature_110,0.0
Feature_107,0.0
Feature_94,0.0
Feature_56,0.0
Feature_983,0.0
Feature_980,0.0
Feature_36,0.0
Feature_1000,0.0
Feature_29,0.0
Feature_1001,0.0
Feature_1008,0.0
